   1213.18   395.759         0		  -234.167   234.167         0
   133.077   384.884         0		   -600.93    600.93         0
   267.618   78.7673         0		      -474       474         0
   242.184  -991.651   75.3559		 -0.707107  0.707107  -42.2088
    1147.9  -258.802         0		  -496.133   496.133         0
   65.3586   328.869   232.304		 -0.707107  0.707107   17.3689
  -967.721   408.479         0		   -31.677    31.677         0
  -127.289   1168.14         0		  -677.803   643.422         0
   984.054  -213.981         0		  -344.968   344.968         0
   402.778    586.94         0		  -473.189   473.189         0
    610.55   62.9626         0		  -493.405   493.251         0
   627.086    538.87  -138.735		 -0.707107  0.707107   59.2384
   993.261   1311.94         0		  -583.394   583.394         0
  -710.454  -658.673  -59.9205		 -0.707107  0.707107  -115.521
   767.915   790.913  -197.949		 -0.707107  0.707107  -37.1099
   284.715  -71.6721   526.277		 -0.707107  0.707107  -19.9415
   980.916   710.308    814.18		 -0.707107  0.707107  -58.4908
  -494.864   1094.95         0		  -162.733   321.745         0
   235.016  -353.168    747.14		 -0.707107  0.707107  -77.2761
   763.894  -78.4803         0		  -222.119   192.365         0
   7.15794   866.513         0		  -485.182   697.258         0
   673.476   379.749  -347.499		 -0.707107  0.707107  -7.60416
   424.806  -605.049   283.232		 -0.707107  0.707107   141.813
  -378.424  -878.614  -91.4762		 -0.707107  0.707107  -121.338
   187.977    26.744         0		  -82.7452   255.168         0
  -518.579   112.989  -442.491		 -0.707107  0.707107   76.6464
   989.112  -224.361  -707.791		 -0.707107  0.707107  -110.483
   873.253  -113.505         0		   -160.34   576.328         0
   690.029   889.266         0		  -98.6318   452.532         0
   615.978   469.919         0		  -301.455   161.492         0
   158.503   260.762         0		  -514.766   422.979         0
  -204.797   728.568         0		  -337.407   489.095         0
  -466.436  -722.726   592.047		 -0.707107  0.707107   11.4919
   713.438   1190.89         0		  -600.601   600.601         0
  -16.0347    787.92    -554.3		 -0.707107  0.707107   121.247
   1263.42  -262.222         0		  -285.678   95.4267         0
   186.579   920.472         0		  -400.494   71.5751         0
   1008.05  -370.648         0		  -628.887   628.887         0
  -286.188    1253.9         0		  -597.883   597.883         0
  -197.836  -263.401         0		  -40.7182   391.494         0
  -989.479  -753.904   857.699		 -0.707107  0.707107   18.0138
  -289.436    649.45  -225.583		 -0.707107  0.707107   95.5925
   359.139  -145.379         0		  -659.537   168.878         0
   42.3482   870.149         0		  -357.093   357.093         0
  -55.7065  -154.077  -720.882		 -0.707107  0.707107  -42.3578
  -548.801   452.664   478.729		 -0.707107  0.707107   144.304
  -223.848   399.838         0		  -337.692   180.497         0
    385.18   190.436         0		   -115.75    115.75         0
   -475.84  -777.064         0		  -217.276   217.276         0
   882.308   87.4721  -228.939		 -0.707107  0.707107   116.686
   1206.26   609.343         0		  -587.806   587.806         0
   557.929   615.417   -383.88		 -0.707107  0.707107  -145.441
  -51.0254   96.3282         0		   -639.67    639.67         0
   134.862   654.009         0		  -133.577   133.577         0
  -364.695   1096.23         0		  -309.878   407.057         0
  -27.0003   834.589   981.885		 -0.707107  0.707107   12.2388
   773.092  -445.492         0		  -137.311   353.272         0
  -700.078   241.035         0		  -91.2846   91.2846         0
   338.085    582.31         0		   -168.19    168.19         0
   1262.22   609.483         0		  -581.422   338.788         0
  -420.837   577.505  -913.579		 -0.707107  0.707107  -101.625
  -500.715   1007.23         0		  -46.6011   427.373         0
   -204.85  -604.719  -791.644		 -0.707107  0.707107   15.5263
  -352.415   295.092   394.464		 -0.707107  0.707107  -46.4403
   29.1704   815.925  -320.824		 -0.707107  0.707107  -1.37411
  -306.801  -964.875   269.992		 -0.707107  0.707107  -108.388
   547.844   1130.59         0		  -438.691   438.691         0
   767.453  -401.043         0		  -358.236   358.236         0
   -375.77   699.574         0		  -409.926   409.926         0
   1134.83   160.161         0		  -379.321   614.538         0
  -133.599   703.796         0		  -24.4927   24.4927         0
    899.93   428.562         0		  -474.585    84.174         0
  -346.639    809.71  -309.565		 -0.707107  0.707107   -91.032
  -765.825   1089.93         0		  -37.1704   686.418         0
  -18.9627   766.605   575.959		 -0.707107  0.707107  -39.1666
  -223.176  -689.779         0		    -537.2    104.97         0
   1033.63    992.89         0		  -167.294   167.294         0
   642.491  -565.615         0		  -85.5941   120.191         0
  -156.624   988.175  -299.307		 -0.707107  0.707107  -138.777
  -321.085   177.523   554.632		 -0.707107  0.707107   72.9069
  -872.869  -227.487     310.6		 -0.707107  0.707107   67.3614
   766.051  -292.433   344.967		 -0.707107  0.707107  -87.2773
   75.9137   918.852         0		  -654.305   246.575         0
  -897.946  -464.001   820.614		 -0.707107  0.707107  -64.1916
   203.292   1257.46         0		  -354.532   657.196         0
   306.234    148.95         0		  -454.976    619.49         0
   441.284   947.728  -516.124		 -0.707107  0.707107    82.703
   -251.92   1519.09         0		  -601.929   601.929         0
    20.644    857.18         0		  -455.513   455.513         0
  -796.783  -416.812  -826.384		 -0.707107  0.707107  -11.3346
   262.612   749.903         0		  -129.226   129.226         0
   974.994   37.1273         0		  -84.0722   693.992         0
  -722.033  -921.344   402.067		 -0.707107  0.707107  -67.1541
  -101.077  -765.833         0		  -142.607   142.607         0
   170.554    301.04   608.764		 -0.707107  0.707107   52.2027
   954.767  -161.956   649.217		 -0.707107  0.707107  -144.382
   162.703   1440.92         0		  -677.101   677.101         0
   769.484   667.786  -657.995		 -0.707107  0.707107   30.5988
  -972.084   957.604  -559.435		 -0.707107  0.707107  -13.0528
  -599.249   822.013   132.414		 -0.707107  0.707107   153.962
   53.1636   1237.29         0		  -54.3844   646.026         0
   1226.98  -313.101         0		  -572.801   572.801         0
   167.541  -538.315         0		  -227.294   227.294         0
   952.743   346.147         0		  -170.775   170.775         0
   280.458   939.021         0		  -173.949   173.949         0
   813.619   594.882         0		  -474.812   474.812         0
   497.236  -182.481         0		  -299.099   319.131         0
  -668.645   766.168  -533.185		 -0.707107  0.707107   26.9653
    460.47   817.932         0		  -669.531   669.531         0
  -685.409  -370.353   360.441		 -0.707107  0.707107   63.2515
   397.348   257.334         0		   -409.51   247.277         0
   396.019  -31.5467         0		  -101.873   333.449         0
   401.259  -804.228         0		  -60.8186   81.7345         0
   745.721   113.313         0		  -537.839   347.093         0
   28.8247    393.33   615.814		 -0.707107  0.707107   20.6472
   323.132  -666.921         0		  -273.293   105.439         0
   736.032  -300.127         0		  -665.374    168.39         0
   611.068  -503.418   -276.13		 -0.707107  0.707107   138.269
  -250.735   664.632         0		  -673.535   189.108         0
   212.614  -265.587   350.678		 -0.707107  0.707107   66.7051
  -140.216   937.518   1084.37		 -0.707107  0.707107   114.279
   407.113   822.062         0		  -502.166   244.812         0
  -602.471   312.429         0		  -152.329   359.633         0
   310.274  -660.119         0		  -202.907   202.907         0
  -166.595   44.3068         0		  -611.784   611.784         0
    337.49   681.802  -529.653		 -0.707107  0.707107  -77.1518
   267.557   1457.22         0		  -563.889   563.889         0
  -153.279   474.899  -29.8701		 -0.707107  0.707107   15.7477
   900.024   278.829  -833.255		 -0.707107  0.707107  -59.8968
   602.095   236.321         0		  -621.232   45.1261         0
  -843.631   686.874  -707.962		 -0.707107  0.707107   133.553
  -80.8333   156.034   49.4622		 -0.707107  0.707107   42.5878
     360.1   1039.55         0		  -553.833   553.833         0
   205.508   490.122         0		  -124.822   124.822         0
  -293.882   928.382         0		  -347.117   347.117         0
   561.968   752.761         0		  -312.156   144.591         0
  -656.737  -649.166  -988.537		 -0.707107  0.707107  -116.849
  -208.983   -701.89         0		   -286.71   20.9443         0
   -266.29   803.369  -779.271		 -0.707107  0.707107   116.857
  -372.884  -40.3765   1022.65		 -0.707107  0.707107   111.913
   1142.37   696.518         0		  -260.026   362.153         0
   1060.69  -311.287         0		  -148.912   148.912         0
   166.217  -468.575         0		  -452.497   452.497         0
   1036.41   1129.87         0		  -210.898   210.898         0
   781.509  -738.578   5.62955		 -0.707107  0.707107  -126.624
  -418.837  -493.441         0		  -6.64554   293.882         0
  -139.142   853.224  -381.872		 -0.707107  0.707107  -24.0111
   1315.74   1163.26         0		  -382.722   382.722         0
   415.735   1363.45         0		  -643.596   409.114         0
   1062.66   913.072         0		  -63.2283   195.337         0
  -207.328   647.151         0		  -703.319   703.319         0
   391.089   -116.36  -283.643		 -0.707107  0.707107   37.7478
   669.494   1241.18         0		  -474.864   474.864         0
  -674.373  -488.059         0		  -265.709   452.127         0
   675.739   156.767         0		  -123.392   123.392         0
   216.638   599.324         0		  -609.985    365.55         0
   613.594   787.381  -644.828		 -0.707107  0.707107  -71.3839
  -649.264   115.643   933.069		 -0.707107  0.707107  -75.2354
    908.07   1007.69         0		   -209.45    209.45         0
   43.0943  -368.659  -139.149		 -0.707107  0.707107   138.257
   -362.44   144.212         0		  -289.531   289.531         0
  -86.4306   526.902   -661.04		 -0.707107  0.707107  -56.3688
   1015.83   1249.61         0		  -140.482   647.449         0
  -778.333  -202.546         0		  -116.953    24.551         0
    461.83    881.09         0		  -228.568   228.568         0
   500.841  -138.027         0		  -84.1008   680.443         0
   -164.31   1409.17         0		  -680.093   680.093         0
   719.873   412.068   161.311		 -0.707107  0.707107   115.288
   251.611   700.173         0		  -146.089   444.403         0
  -223.329   472.057   539.708		 -0.707107  0.707107  -43.4633
   944.553  -35.2751         0		  -72.7708   72.7708         0
  -554.297   566.226         0		   -432.57   61.8243         0
  -364.495   618.284         0		  -81.9828   81.9828         0
   781.341  -97.4012  -402.806		 -0.707107  0.707107  -64.4311
  -133.422   414.908  -257.547		 -0.707107  0.707107  -80.6429
  -99.3939   421.171         0		  -509.087  0.610874         0
  -581.253  -168.598         0		  -52.6704   52.6704         0
  -616.046   456.823  -828.846		 -0.707107  0.707107   79.8109
   547.194  -165.474         0		  -382.334   382.334         0
  -727.435  -442.127         0		  -28.5426   28.5426         0
   1140.89  -134.835         0		  -419.402   318.596         0
  -26.9116   333.773   678.778		 -0.707107  0.707107   102.133
  -16.4562   -450.26         0		  -226.789   117.858         0
    602.48   431.243         0		  -429.147   203.808         0
  -398.308   314.542         0		  -197.636   584.828         0
   443.796   764.851   613.143		 -0.707107  0.707107  -78.7679
   329.135   328.348         0		  -377.381   377.381         0
  -770.774    783.02  -185.467		 -0.707107  0.707107  -71.5183
  -414.696   250.379  -421.292		 -0.707107  0.707107    56.627
   464.923  -7.94165   503.559		 -0.707107  0.707107  -24.2805
  -786.653   876.539  -527.422		 -0.707107  0.707107  -13.0616
   63.6078  -786.178         0		  -72.2599   72.2599         0
    274.15  -669.742         0		    -214.1     214.1         0
   263.732  -39.2225         0		  -508.099   90.5176         0
    324.21  -952.046  -612.096		 -0.707107  0.707107   6.58374
   354.747   779.899   309.578		 -0.707107  0.707107  -16.1979
     318.2  -376.758         0		  -94.2991   94.2991         0
   1203.91   553.515         0		  -503.645   503.645         0
   1011.81   22.2153         0		  -361.735   421.008         0
   691.655   250.141         0		   -159.41   162.536         0
   834.308   1219.86         0		  -200.389   477.737         0
    498.63  -773.334   1083.13		 -0.707107  0.707107   149.079
   880.827  -828.668   -156.64		 -0.707107  0.707107   1.16154
   1371.57   466.466         0		  -568.114   74.8902         0
   832.318    324.71         0		  -607.212   217.813         0
  -245.525  -992.347   751.066		 -0.707107  0.707107   -73.463
   359.843  -272.722   614.018		 -0.707107  0.707107   39.7918
  -279.719   326.732         0		    -610.2     610.2         0
   832.115   70.2648         0		  -69.2725   69.2725         0
   -476.42   297.517  -401.038		 -0.707107  0.707107  -137.369
   587.035   638.988         0		  -67.7757   362.052         0
  -94.2883  -629.805  -182.596		 -0.707107  0.707107    18.169
   52.1562   184.762         0		  -273.036   440.616         0
    155.91  -319.261         0		  -132.034   132.034         0
  -591.336    38.054         0		  -329.902   96.9033         0
  -180.094   790.594         0		  -243.122     536.8         0
  -297.751  -531.276         0		  -123.174   364.056         0
   430.046  -946.272  -682.499		 -0.707107  0.707107  -30.1202
   807.845   -319.37         0		  -236.185   385.841         0
  -984.848   795.885  -458.168		 -0.707107  0.707107   -47.559
   219.614   15.5751         0		  -88.0099   542.209         0
   1315.45   638.223         0		  -628.052   311.962         0
   990.646   902.698         0		  -408.005   270.963         0
  -587.486  -431.869         0		  -105.062   113.466         0
   1056.99   883.108         0		  -468.856   79.0627         0
   682.013  -485.249         0		  -248.918   248.918         0
   1393.85   1237.71         0		  -522.137   522.137         0
   750.203   461.952  -58.3458		 -0.707107  0.707107  -59.3147
  -20.6374  -407.685   265.031		 -0.707107  0.707107  -144.822
   -357.51  -864.009         0		  -309.525   92.9127         0
   507.152   1510.06         0		  -2.10505   635.791         0
   -25.698   366.739         0		  -558.478   549.105         0
    904.01   774.533         0		  -345.922   527.361         0
   973.715   74.3801         0		  -349.339   48.1724         0
  -415.603   528.829   899.675		 -0.707107  0.707107   108.757
   57.8526    600.59   714.209		 -0.707107  0.707107   131.461
   1383.52   1106.59         0		  -622.372   456.946         0
   171.271   545.646         0		  -410.572   31.9727         0
  -353.173   558.848         0		  -90.6574   90.6574         0
  -146.091   1238.08         0		  -321.314   520.271         0
   641.513   183.906         0		  -121.478   121.478         0
   990.651  -176.932  -263.944		 -0.707107  0.707107  -50.3504
  -181.138    1371.6         0		  -479.319   388.301         0
   494.289  -84.2623         0		  -83.3452   83.3452         0
  -34.9621  -159.155   320.037		 -0.707107  0.707107   33.6728
  -758.793  -615.996   88.2322		 -0.707107  0.707107  -132.365
  -776.138   651.986   837.212		 -0.707107  0.707107   45.7939
   1178.01   1542.85         0		  -336.518    636.59         0
  -108.258   8.70044   793.651		 -0.707107  0.707107  -121.777
   447.423   782.125  -858.179		 -0.707107  0.707107  -33.0598
    456.07  -526.845         0		  -332.867   332.867         0
    1058.6   818.983         0		  -98.3632   98.3632         0
   995.202   -739.82   845.989		 -0.707107  0.707107  -107.147
   932.911  -334.584         0		  -532.843   567.609         0
   125.092   350.752  -1026.87		 -0.707107  0.707107  -97.9495
   139.827  -741.539  -656.261		 -0.707107  0.707107   37.3882
  -752.625   562.642   523.703		 -0.707107  0.707107  -126.131
    983.43   469.318  -826.267		 -0.707107  0.707107   13.7693
   406.137   -882.37   276.752		 -0.707107  0.707107  -68.6412
    459.21   872.081         0		  -126.252   126.252         0
   769.513  -224.067         0		  -266.486   266.486         0
  -313.593   -232.81         0		  -352.052   352.052         0
   158.539   1340.02         0		  -6.37074   457.076         0
    695.76   888.584  -328.141		 -0.707107  0.707107  -77.2003
   657.726   454.709         0		  -549.143   549.143         0
  -723.935  -648.713   663.309		 -0.707107  0.707107  -140.588
  -303.598   694.245         0		   -578.83    578.83         0
    868.68  -54.8349         0		    -541.4    612.46         0
   983.047   1424.43         0		  -552.876   552.876         0
   -234.73   1081.07         0		  -431.816   659.032         0
   811.729     199.5         0		  -86.2182   202.421         0
  -317.199   752.208         0		  -529.428   456.607         0
   1262.72  -913.001         0		  -545.963   46.7436         0
   1610.22   392.972         0		   -637.45   381.293         0
    828.44   1109.93         0		  -409.734   157.227         0
  -614.253  -636.047   940.752		 -0.707107  0.707107   105.265
   791.485   128.053         0		  -476.088   476.088         0
  -651.487  -721.447         0		  -6.33173   6.33173         0
   1054.92   584.298         0		  -441.137   606.426         0
   862.851   500.873         0		  -231.645   338.911         0
  -160.268  -479.637         0		  -215.933   158.968         0
   489.757  -781.659   452.423		 -0.707107  0.707107   110.247
  -248.991   39.2177         0		  -122.185   588.656         0
   101.712  -173.475   87.4434		 -0.707107  0.707107   20.8443
  -864.969   223.974  -1012.36		 -0.707107  0.707107  -144.194
  -128.231   -646.39         0		  -15.2633   15.2633         0
  -768.201   362.429    127.33		 -0.707107  0.707107   62.9935
    -294.3   248.274   217.736		 -0.707107  0.707107   64.8755
   202.799  -367.833         0		  -336.413   336.413         0
  -48.9022   532.023         0		  -107.092   107.092         0
   1536.57   592.359         0		  -667.977   667.977         0
   6.74454  -521.739         0		   -351.23    351.23         0
  -463.976   199.472   783.535		 -0.707107  0.707107   74.3414
   1463.84   919.834         0		  -684.789   72.7325         0
  -196.797    199.61         0		  -285.679   127.352         0
   1272.66   390.423         0		  -590.496   330.373         0
   908.942   580.554         0		  -541.039   541.039         0
  -946.843  -339.673  -747.348		 -0.707107  0.707107   136.732
  -146.685   480.547   -522.15		 -0.707107  0.707107  -24.3872
    60.765  -31.6975         0		   -274.12   412.906         0
    946.76   706.472         0		  -575.494   314.833         0
   216.748  -335.266    764.95		 -0.707107  0.707107   64.5052
  -135.432   1124.33         0		  -162.673   162.673         0
   1239.58   -86.396         0		  -258.849   387.055         0
   382.744   153.278         0		  -164.447   608.196         0
   504.616   -252.81         0		  -237.392    703.52         0
   941.429   700.869         0		  -294.566   392.736         0
  -773.124   891.791         0		  -204.472   543.204         0
   460.364   838.622  -390.683		 -0.707107  0.707107  -77.1575
   1327.96   1335.92         0		   -349.38   468.829         0
   501.568   996.204         0		  -113.337   35.1713         0
   584.476  -24.3111   528.535		 -0.707107  0.707107   142.579
   859.985   752.992         0		  -344.807   344.807         0
   210.889   492.022  -112.197		 -0.707107  0.707107   112.259
   453.694  -21.9924         0		  -185.375   433.268         0
  -276.294   327.591         0		  -227.936   593.204         0
  -315.713   883.986   5.67861		 -0.707107  0.707107  -128.712
   538.365   634.454         0		  -173.812   63.0581         0
   83.2518   946.115         0		  -371.421   343.192         0
   286.051    674.51   378.764		 -0.707107  0.707107  -42.2875
    66.152   955.596         0		  -138.651   138.651         0
  -472.018  -558.839  -30.6384		 -0.707107  0.707107  -68.9597
   576.473   1266.85         0		  -465.392   310.165         0
  -229.749   83.4596         0		  -658.819   658.819         0
  -29.4224  -53.3467   341.752		 -0.707107  0.707107   84.7464
  -615.886   651.548         0		  -217.982   217.982         0
   334.849   -305.91         0		  -460.102   149.059         0
  -325.028   724.223         0		  -567.193   695.024         0
   1227.63   611.245         0		  -379.692   594.302         0
  -699.168  -473.238   -371.38		 -0.707107  0.707107   -33.709
  -452.571   190.547         0		   -47.356    47.356         0
   782.048   1199.64         0		  -692.274   692.274         0
  -36.2827   1061.27         0		  -272.113    705.43         0
   529.213  -819.218   705.696		 -0.707107  0.707107  -6.91938
    479.01   172.896         0		  -36.7788   36.7788         0
  -756.287  -833.357  -491.587		 -0.707107  0.707107  -61.6979
   1127.77   279.712         0		  -180.897    517.94         0
   176.085  -401.075         0		  -411.101   411.101         0
   780.969  -104.627         0		  -692.148   140.545         0
  -751.945   648.966  -491.571		 -0.707107  0.707107   152.446
   455.327   538.136         0		  -138.929   484.452         0
   189.473   359.357         0		  -196.783   273.136         0
   1001.98  -174.617         0		  -665.561   665.561         0
  -743.949   968.009         0		  -230.384   230.384         0
   559.746   112.732         0		  -419.527   263.016         0
  -85.0871   888.137         0		 -0.749187   440.846         0
  -349.421    1388.3         0		  -383.554   423.094         0
   1331.17   563.068         0		  -691.516   691.516         0
    647.97   250.551  -11.8826		 -0.707107  0.707107  -137.803
   1588.74   144.573         0		  -677.181   604.265         0
   268.843   1238.31         0		 -0.368885   452.981         0
   1084.43   1270.79         0		  -397.831   397.831         0
   791.606  -450.294         0		   -657.34   194.306         0
  -510.663   779.212         0		  -180.098   180.098         0
  -304.225   88.7036         0		  -397.983   694.481         0
  -599.133   -148.95   889.545		 -0.707107  0.707107  -100.656
   1083.81   412.525         0		  -505.157   542.545         0
   1325.45   438.795         0		  -690.178   40.7298         0
   981.682   530.915         0		  -277.518   277.518         0
   -437.07  -678.125         0		  -72.0486   72.0486         0
   575.613   491.802         0		  -207.007   671.869         0
   237.908   382.699         0		  -679.848   679.848         0
   1231.61  -278.391         0		  -654.571   654.571         0
  -10.0773   541.448         0		  -486.238   486.238         0
 -0.980642   1369.71         0		  -648.428   648.428         0
   245.697   999.707         0		  -198.099   277.504         0
   444.966  -247.705         0		  -624.165   462.122         0
   813.437   368.616         0		   -27.241   636.903         0
  -213.547   655.872         0		  -109.141   384.824         0
   171.303   667.602         0		  -308.423   336.745         0
  -280.821   361.045         0		  -514.063   691.057         0
  -627.396   982.024         0		  -64.1356   492.473         0
  -713.743  -315.599         0		  -171.237   481.856         0
   103.055  -292.207         0		  -666.126   666.126         0
   637.627   18.7809   85.1485		 -0.707107  0.707107  -28.8899
   81.6089   360.097         0		  -369.035   352.491         0
   1184.62   1159.99         0		  -427.192   427.192         0
   727.212  -588.755  -716.771		 -0.707107  0.707107   45.8446
  -701.952  -420.759  -880.675		 -0.707107  0.707107   31.5275
   233.896   495.135         0		  -51.4812   214.948         0
   74.6262   788.077   217.136		 -0.707107  0.707107   -36.322
   833.367   1139.87         0		  -464.831   464.831         0
   -263.87  -950.818  -725.003		 -0.707107  0.707107  -43.4697
   886.787  -412.385         0		  -337.939   337.939         0
    292.96  -344.422  -699.626		 -0.707107  0.707107  -68.7369
  -693.244   893.402         0		   -281.69   347.981         0
   -364.54   28.6484         0		  -312.608   366.522         0
  -411.008   1275.23         0		  -431.611   431.611         0
   629.559  -279.455         0		  -10.3574   10.3574         0
  -189.507   32.4569         0		  -328.798   167.839         0
    645.58   66.1506         0		  -461.948   461.948         0
  -273.358   1148.36         0		   -40.952   222.924         0
   361.452  -252.344         0		  -415.749   415.749         0
   145.103   1388.26         0		  -377.364   527.705         0
  -596.169   1113.36         0		  -385.451   385.451         0
   666.145   874.509         0		  -336.684   336.684         0
   1202.04  -157.568         0		  -469.227   469.227         0
  -479.075   166.245   865.148		 -0.707107  0.707107  -88.6849
  -313.312   1286.77         0		  -572.704   572.704         0
   319.523    300.48   567.355		 -0.707107  0.707107  -35.5855
  -472.054  -93.8226  -217.128		 -0.707107  0.707107    122.33
   437.364  -614.092  -307.432		 -0.707107  0.707107  -157.418
   1099.07   950.324         0		  -680.513   207.025         0
   831.821   799.814         0		  -340.243   340.243         0
   412.168   1066.93         0		   -406.26    406.26         0
   132.195   586.066         0		  -534.066   534.066         0
   849.386   225.593   16.2737		 -0.707107  0.707107   24.3517
   937.743   213.673         0		  -483.279   483.279         0
   503.964  -823.468         0		  -329.912   107.576         0
  -293.788   644.026   536.622		 -0.707107  0.707107  -8.62335
   1289.84  -164.723         0		  -467.822   328.865         0
  -808.291  -176.276   783.793		 -0.707107  0.707107  -15.3237
   960.064   824.305         0		  -264.783   207.587         0
   381.846  -72.8419         0		  -34.1634   34.1634         0
    189.85   424.211   570.261		 -0.707107  0.707107  -62.4327
    -604.8  -66.9438         0		  -3.39771   617.251         0
   802.735   134.958         0		  -520.635   520.635         0
   895.305   259.327  -271.732		 -0.707107  0.707107    145.09
   311.263   667.227         0		  -598.238   139.006         0
  -867.158   643.692   212.463		 -0.707107  0.707107  -82.2358
   972.365   181.844  -493.888		 -0.707107  0.707107  -102.599
  -200.633  -894.343  -73.0397		 -0.707107  0.707107  -146.292
  -817.206  -313.385   868.612		 -0.707107  0.707107   -129.04
  -507.191  -946.129   270.392		 -0.707107  0.707107   87.7504
  -888.638  -709.998   951.156		 -0.707107  0.707107   102.675
   -452.12  -106.665  -294.232		 -0.707107  0.707107  -40.8852
   428.871   807.952         0		  -348.167   133.811         0
   292.036   953.579   766.168		 -0.707107  0.707107   51.9732
  -311.777  -827.227         0		  -17.3363   17.3363         0
   542.562  -191.056         0		  -194.679   194.679         0
  -434.125  -912.108    444.85		 -0.707107  0.707107   44.7003
   703.104  -669.882  -529.543		 -0.707107  0.707107  -15.9375
  -98.0801   914.297         0		  -428.178   141.651         0
   26.0909  -41.1676   44.3792		 -0.707107  0.707107  -4.41631
  -195.557   1395.54         0		   -677.79   618.346         0
  -811.394   522.964   174.859		 -0.707107  0.707107  -130.206
  -267.741   158.781  -1009.87		 -0.707107  0.707107  -98.1748
   1216.42   592.261         0		  -510.599   22.7202         0
  -86.3093   179.639    567.85		 -0.707107  0.707107   13.2641
   331.316  -331.287         0		  -409.553   409.553         0
   805.253   126.201         0		  -58.9192   58.9192         0
   966.336   621.645   922.856		 -0.707107  0.707107  -94.6619
  -302.278   284.962         0		  -429.387   429.387         0
   312.143  -269.325   763.858		 -0.707107  0.707107  -105.802
  -294.733  -778.295   108.149		 -0.707107  0.707107   23.5587
   747.359  -640.849         0		  -15.3191   15.3191         0
  -245.984   1139.51         0		  -436.558   436.558         0
   404.439  -274.782    692.68		 -0.707107  0.707107   47.2806
  -427.788  -89.8199         0		  -282.066   68.4761         0
  -329.196  -442.593  -784.627		 -0.707107  0.707107   102.135
   436.242   304.064         0		  -596.902   100.538         0
  -314.977   551.832   705.512		 -0.707107  0.707107   152.028
   1394.93   -968.96         0		  -593.508   18.1472         0
    301.18   846.006         0		  -130.087   703.116         0
   1593.75   943.348         0		  -660.877    637.67         0
